
Standard & Poors 500 Index,Last: 4401.6699,Change:  -16.9701
"Date: 15 February 2022, 06:28 GMT-5",Bid: 4338.6899,Ask: 4456.71,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Mon Feb 14 2022,SPXW220214C03400000,0,0,987.4,1019.8,0,0,0,0,0,3400.00,SPXW220214P03400000,0.05,-0.05,0,0.05,1,0,0,0,9195
Mon Feb 14 2022,SPXW220214C03500000,902.48,-8.62,887.4,919.8,3,0,0,0,3,3500.00,SPXW220214P03500000,0.05,0,0,0.05,0,0,0,0,17903
Mon Feb 14 2022,SPXW220214C03550000,0,0,837.4,869.8,0,0,0,0,0,3550.00,SPXW220214P03550000,0.05,0,0,0.05,0,0,0,0,2844
Mon Feb 14 2022,SPXW220214C03600000,802.83,-8.32,787.4,819.8,4,0,0,0,4,3600.00,SPXW220214P03600000,0.05,-0.125,0,0.05,14,0,0,0,8081
Mon Feb 14 2022,SPXW220214C03650000,755.54,-5.66,737.4,769.8,20,0,0,0,20,3650.00,SPXW220214P03650000,0.05,-0.2,0,0.05,3,0,0,0,6561
Mon Feb 14 2022,SPXW220214C03700000,706.74,-4.51,687.4,719.8,10,0,0,0,10,3700.00,SPXW220214P03700000,0.05,-0.275,0,0.05,2,0,0,0,11928
Mon Feb 14 2022,SPXW220214C03750000,0,0,637.4,669.8,0,0,0,0,0,3750.00,SPXW220214P03750000,0.1,0,0,0.05,0,0,0,0,1721
Mon Feb 14 2022,SPXW220214C03800000,767.65,0,587.4,619.8,0,0,0,0,1,3800.00,SPXW220214P03800000,0.05,-0.45,0,0.05,39,0,0,0,6694
Mon Feb 14 2022,SPXW220214C03825000,0,0,562.4,594.8,0,0,0,0,0,3825.00,SPXW220214P03825000,0.05,-0.525,0,0.05,2,0,0,0,694
Mon Feb 14 2022,SPXW220214C03850000,0,0,537.4,569.8,0,0,0,0,0,3850.00,SPXW220214P03850000,0.05,-0.575,0,0.05,8,0,0,0,3198
Mon Feb 14 2022,SPXW220214C03875000,0,0,512.4,544.8,0,0,0,0,0,3875.00,SPXW220214P03875000,0.37,0,0,0.05,0,0,0,0,2218
Mon Feb 14 2022,SPXW220214C03900000,505.14,-6.61,487.4,519.8,3,0,0,0,3,3900.00,SPXW220214P03900000,0.05,-0.775,0,0.05,3,0,0,0,10501
Mon Feb 14 2022,SPXW220214C03925000,0,0,462.4,494.7,0,0,0,0,0,3925.00,SPXW220214P03925000,0.05,-0.85,0,0.05,7,0,0,0,4977
Mon Feb 14 2022,SPXW220214C03950000,0,0,437.4,469.7,0,0,0,0,0,3950.00,SPXW220214P03950000,0.05,-0.95,0,0.05,31,0,0,0,6565
Mon Feb 14 2022,SPXW220214C03975000,0,0,412.4,444.7,0,0,0,0,0,3975.00,SPXW220214P03975000,0.05,-1.075,0,0.05,15,0,0,0,4481
Mon Feb 14 2022,SPXW220214C03990000,0,0,397.4,429.7,0,0,0,0,0,3990.00,SPXW220214P03990000,0.69,0,0,0.05,0,0,0,0,907
Mon Feb 14 2022,SPXW220214C04000000,412.8,0.6,387.4,419.7,5,0,0,0,6,4000.00,SPXW220214P04000000,0.05,-1.225,0,0.05,354,0,0,0,12645
Mon Feb 14 2022,SPXW220214C04010000,0,0,377.4,409.7,0,0,0,0,0,4010.00,SPXW220214P04010000,0.05,-1.275,0,0.05,26,0,0,0,378
Mon Feb 14 2022,SPXW220214C04020000,0,0,367.4,399.7,0,0,0,0,0,4020.00,SPXW220214P04020000,0.05,-1.35,0,0.05,13,0,0,0,255
Mon Feb 14 2022,SPXW220214C04025000,0,0,362.4,394.7,0,0,0,0,0,4025.00,SPXW220214P04025000,0.05,-1.4,0,0.05,66,0,0,0,1611
Mon Feb 14 2022,SPXW220214C04030000,0,0,357.4,389.7,0,0,0,0,0,4030.00,SPXW220214P04030000,0.05,-1.425,0,0.05,16,0,0,0,156
Mon Feb 14 2022,SPXW220214C04040000,0,0,347.4,379.7,0,0,0,0,0,4040.00,SPXW220214P04040000,0.05,-1.5,0,0.05,653,0,0,0,577
Mon Feb 14 2022,SPXW220214C04050000,504.4,0,337.4,369.7,0,0,0,0,7,4050.00,SPXW220214P04050000,0.05,-1.575,0,0.05,286,0,0,0,3001
Mon Feb 14 2022,SPXW220214C04060000,356.79,0,327.4,359.7,0,0,0,0,1,4060.00,SPXW220214P04060000,0.05,-1.65,0,0.05,65,0,0,0,135
Mon Feb 14 2022,SPXW220214C04070000,391.17,0,317.4,349.7,0,0,0,0,6,4070.00,SPXW220214P04070000,0.05,-1.75,0,0.05,73,0,0,0,653
Mon Feb 14 2022,SPXW220214C04075000,386.47,0,312.4,344.7,0,0,0,0,5,4075.00,SPXW220214P04075000,0.05,-1.8,0,0.05,27,0,0,0,205
Mon Feb 14 2022,SPXW220214C04080000,0,0,307.4,339.6,0,0,0,0,0,4080.00,SPXW220214P04080000,0.05,-1.85,0,0.05,61,0,0,0,221
Mon Feb 14 2022,SPXW220214C04085000,0,0,302.4,334.6,0,0,0,0,0,4085.00,SPXW220214P04085000,0.05,-1.9,0,0.05,20,0,0,0,2137
Mon Feb 14 2022,SPXW220214C04090000,0,0,297.4,329.6,0,0,0,0,0,4090.00,SPXW220214P04090000,0.1,-1.9,0,0.05,4,0,0,0,198
Mon Feb 14 2022,SPXW220214C04095000,0,0,292.4,324.6,0,0,0,0,0,4095.00,SPXW220214P04095000,0.05,-2,0,0.05,73,0,0,0,186
Mon Feb 14 2022,SPXW220214C04100000,333.17,0,287.4,319.6,0,0,0,0,1,4100.00,SPXW220214P04100000,0.05,-2.05,0,0.05,1482,0,0,0,3284
Mon Feb 14 2022,SPXW220214C04105000,0,0,282.4,314.6,0,0,0,0,0,4105.00,SPXW220214P04105000,0.05,-2.125,0,0.05,120,0,0,0,180
Mon Feb 14 2022,SPXW220214C04110000,0,0,277.4,309.6,0,0,0,0,0,4110.00,SPXW220214P04110000,0.1,-2.15,0,0.05,169,0,0,0,152
Mon Feb 14 2022,SPXW220214C04115000,0,0,272.4,304.6,0,0,0,0,0,4115.00,SPXW220214P04115000,0.05,-2.25,0,0.05,59,0,0,0,68
Mon Feb 14 2022,SPXW220214C04120000,0,0,267.4,299.6,0,0,0,0,0,4120.00,SPXW220214P04120000,0.05,-2.35,0,0.05,64,0,0,0,296
Mon Feb 14 2022,SPXW220214C04125000,0,0,262.4,294.6,0,0,0,0,0,4125.00,SPXW220214P04125000,0.05,-2.4,0,0.05,374,0,0,0,705
Mon Feb 14 2022,SPXW220214C04130000,0,0,257.4,289.6,0,0,0,0,0,4130.00,SPXW220214P04130000,0.05,-2.475,0,0.05,157,0,0,0,364
Mon Feb 14 2022,SPXW220214C04135000,0,0,252.4,284.6,0,0,0,0,0,4135.00,SPXW220214P04135000,0.1,-2.525,0,0.05,348,0,0,0,143
Mon Feb 14 2022,SPXW220214C04140000,0,0,247.4,279.6,0,0,0,0,0,4140.00,SPXW220214P04140000,0.05,-2.65,0,0.05,476,0,0,0,1279
Mon Feb 14 2022,SPXW220214C04145000,266.55,-2.15,242.4,274.6,2,0,0,0,0,4145.00,SPXW220214P04145000,0.05,-2.75,0,0.05,547,0,0,0,618
Mon Feb 14 2022,SPXW220214C04150000,284.43,0,237.4,269.6,0,0,0,0,4,4150.00,SPXW220214P04150000,0.05,-2.85,0,0.05,1685,0,0,0,1798
Mon Feb 14 2022,SPXW220214C04155000,318.78,0,232.4,264.6,0,0,0,0,2,4155.00,SPXW220214P04155000,0.05,-2.95,0,0.05,437,0,0,0,206
Mon Feb 14 2022,SPXW220214C04160000,359.17,0,227.4,259.6,0,0,0,0,1,4160.00,SPXW220214P04160000,0.05,-3.1,0,0.05,669,0,0,0,283
Mon Feb 14 2022,SPXW220214C04165000,355.43,0,222.5,252.9,0,0,0,0,5,4165.00,SPXW220214P04165000,0.05,-3.2,0,0.05,730,0,0,0,759
Mon Feb 14 2022,SPXW220214C04170000,235.78,-8.47,217.4,249.6,3,0,0,0,5,4170.00,SPXW220214P04170000,0.05,-3.2,0,0.05,933,0,0,0,1008
Mon Feb 14 2022,SPXW220214C04175000,387.83,0,212.5,242.9,0,0,0,0,2,4175.00,SPXW220214P04175000,0.05,-3.4,0,0.05,1238,0,0,0,541
Mon Feb 14 2022,SPXW220214C04180000,394.31,0,207.4,239.6,0,0,0,0,2,4180.00,SPXW220214P04180000,0.05,-3.6,0,0.05,836,0,0,0,293
Mon Feb 14 2022,SPXW220214C04185000,205.06,-24.64,202.4,230.9,2,0,0,0,2,4185.00,SPXW220214P04185000,0.05,-3.7,0,0.05,159,0,0,0,204
Mon Feb 14 2022,SPXW220214C04190000,217.6,-7.25,199.8,226.2,1,0,0,0,2,4190.00,SPXW220214P04190000,0.05,-3.9,0,0.05,307,0,0,0,208
Mon Feb 14 2022,SPXW220214C04195000,212.6,-7.4,195.9,213.1,1,0,0,0,10,4195.00,SPXW220214P04195000,0.05,-4.1,0,0.05,848,0,0,0,383
Mon Feb 14 2022,SPXW220214C04200000,188.6,-26.6,190.9,208.5,1,0,0,0,6,4200.00,SPXW220214P04200000,0.05,-4.15,0,0.05,8161,0,0,0,2744
Mon Feb 14 2022,SPXW220214C04205000,0,0,185.9,203.5,0,0,0,0,0,4205.00,SPXW220214P04205000,0.05,-4.5,0,0.05,1236,0,0,0,4315
Mon Feb 14 2022,SPXW220214C04210000,0,0,180.9,198.5,0,0,0,0,0,4210.00,SPXW220214P04210000,0.07,-4.68,0,0.05,1194,0,0,0,509
Mon Feb 14 2022,SPXW220214C04215000,270.43,0,175.9,193.5,0,0,0,0,53,4215.00,SPXW220214P04215000,0.05,-4.9,0,0.05,683,0,0,0,711
Mon Feb 14 2022,SPXW220214C04220000,264.41,0,170.9,188.5,0,0,0,0,44,4220.00,SPXW220214P04220000,0.05,-5.15,0,0.05,1955,0,0,0,940
Mon Feb 14 2022,SPXW220214C04225000,262.18,0,165.9,183.5,0,0,0,0,4,4225.00,SPXW220214P04225000,0.05,-5.45,0,0.05,2767,0,0,0,1490
Mon Feb 14 2022,SPXW220214C04230000,183.9,-2.75,160.9,178.5,1,0,0,0,3,4230.00,SPXW220214P04230000,0.05,-5.7,0,0.05,656,0,0,0,686
Mon Feb 14 2022,SPXW220214C04235000,0,0,155.9,173.5,0,0,0,0,0,4235.00,SPXW220214P04235000,0.05,-5.9,0,0.05,1494,0,0,0,180
Mon Feb 14 2022,SPXW220214C04240000,128.18,-49.07,150.9,168.5,12,0,0,0,10,4240.00,SPXW220214P04240000,0.05,-6.25,0,0.05,1134,0,0,0,6643
Mon Feb 14 2022,SPXW220214C04245000,0,0,145.9,163.5,0,0,0,0,0,4245.00,SPXW220214P04245000,0.05,-6.55,0,0.05,1800,0,0,0,241
Mon Feb 14 2022,SPXW220214C04250000,165.15,-2.75,140.9,158.5,2,0,0,0,34,4250.00,SPXW220214P04250000,0.05,-7.05,0,0.05,11393,0,0,0,6968
Mon Feb 14 2022,SPXW220214C04255000,179.29,0,135.9,153.5,0,0,0,0,4,4255.00,SPXW220214P04255000,0.05,-7.3,0,0.05,1963,0,0,0,243
Mon Feb 14 2022,SPXW220214C04260000,130.7,-27.95,130.9,148.5,21,0,0,0,1,4260.00,SPXW220214P04260000,0.05,-7.7,0,0.05,1942,0,0,0,377
Mon Feb 14 2022,SPXW220214C04265000,135.5,0,125.9,143.5,0,0,0,0,6,4265.00,SPXW220214P04265000,0.05,-8.1,0,0.05,3028,0,0,0,1795
Mon Feb 14 2022,SPXW220214C04270000,163.32,0,120.9,138.5,0,0,0,0,34,4270.00,SPXW220214P04270000,0.05,-8.5,0,0.05,3550,0,0,0,1030
Mon Feb 14 2022,SPXW220214C04275000,124.74,-20.16,115.9,133.5,8,0,0,0,11,4275.00,SPXW220214P04275000,0.05,-9,0,0.05,6115,0,0,0,451
Mon Feb 14 2022,SPXW220214C04280000,136.05,-4.4,110.9,128.5,4,0,0,0,9,4280.00,SPXW220214P04280000,0.05,-9.5,0,0.05,5295,0,0,0,621
Mon Feb 14 2022,SPXW220214C04285000,131.1,-4.85,105.9,123.5,1,0,0,0,5,4285.00,SPXW220214P04285000,0.1,-10.05,0,0.05,3945,0,0,0,1490
Mon Feb 14 2022,SPXW220214C04290000,130.05,-1.45,100.9,118.5,1,0,0,0,6,4290.00,SPXW220214P04290000,0.05,-10.7,0,0.05,6929,0,0,0,4558
Mon Feb 14 2022,SPXW220214C04295000,107.47,-19.68,98.9,116.1,15,0,0,0,17,4295.00,SPXW220214P04295000,0.05,-11.3,0,0.05,3417,0,0,0,245
Mon Feb 14 2022,SPXW220214C04300000,102.95,-19.85,94.5,108,27,0,0,0,25,4300.00,SPXW220214P04300000,0.05,-11.95,0,0.05,19112,0,0,0,8062
Mon Feb 14 2022,SPXW220214C04305000,98.43,-20.02,89.5,103,23,0,0,0,12,4305.00,SPXW220214P04305000,0.05,-12.55,0,0.05,4358,0,0,0,1687
Mon Feb 14 2022,SPXW220214C04310000,91.58,-22.62,84.5,98,14,0,0,0,7,4310.00,SPXW220214P04310000,0.05,-13.35,0,0.05,8150,0,0,0,9363
Mon Feb 14 2022,SPXW220214C04315000,86.61,-23.29,79.5,93,26,0,0,0,20,4315.00,SPXW220214P04315000,0.05,-14.1,0,0.05,5194,0,0,0,693
Mon Feb 14 2022,SPXW220214C04320000,84.96,-20.79,74.5,88,51,0,0,0,24,4320.00,SPXW220214P04320000,0.05,-14.95,0,0.05,6458,0,0,0,811
Mon Feb 14 2022,SPXW220214C04325000,81.86,-19.54,69.5,83,44,0,0,0,25,4325.00,SPXW220214P04325000,0.05,-15.7,0,0.05,10068,0,0,0,5592
Mon Feb 14 2022,SPXW220214C04330000,58.76,-38.74,64.5,78,50,0,0,0,2,4330.00,SPXW220214P04330000,0.05,-16.5,0,0.05,7115,0,0,0,2621
Mon Feb 14 2022,SPXW220214C04335000,62.11,-31.39,59.5,73,59,0,0,0,4,4335.00,SPXW220214P04335000,0.05,-17.6,0,0.05,3578,0,0,0,253
Mon Feb 14 2022,SPXW220214C04340000,62.37,-27.33,54.5,68,68,0,0,0,27,4340.00,SPXW220214P04340000,0.05,-18.5,0,0.05,9841,0,0,0,1524
Mon Feb 14 2022,SPXW220214C04345000,34.67,-51.08,49.5,63,24,0,0,0,8,4345.00,SPXW220214P04345000,0.05,-19.55,0,0.05,4436,0,0,0,398
Mon Feb 14 2022,SPXW220214C04350000,51.3,-30.6,44.5,58,743,0,0,0,101,4350.00,SPXW220214P04350000,0.05,-21.1,0,0.05,26235,0,0,0,3861
Mon Feb 14 2022,SPXW220214C04355000,42.37,-36.03,39.5,53,473,0,0,0,5,4355.00,SPXW220214P04355000,0.05,-22.45,0,0.05,4556,0,0,0,771
Mon Feb 14 2022,SPXW220214C04360000,44.82,-29.93,34.1,48,290,0,0,0,39,4360.00,SPXW220214P04360000,0.05,-23.8,0,0.05,12915,0,0,0,809
Mon Feb 14 2022,SPXW220214C04365000,42.58,-28.57,29.1,43,348,0,0,0,12,4365.00,SPXW220214P04365000,0.05,-25.2,0,0.05,5884,0,0,0,1035
Mon Feb 14 2022,SPXW220214C04370000,35,-32.65,24.5,38,1575,0,0,0,24,4370.00,SPXW220214P04370000,0.05,-26.7,0,0.05,10839,0,0,0,899
Mon Feb 14 2022,SPXW220214C04375000,29,-35.2,19.5,33,1397,0,0,0,106,4375.00,SPXW220214P04375000,0.05,-28.25,0,0.05,9659,0,0,0,980
Mon Feb 14 2022,SPXW220214C04380000,25.67,-35.18,17,28,2253,0,0,0,55,4380.00,SPXW220214P04380000,0.05,-29.9,0,0.05,10566,0,0,0,521
Mon Feb 14 2022,SPXW220214C04385000,19.57,-37.98,9.2,23.1,2238,0,0,0,80,4385.00,SPXW220214P04385000,0.13,-31.52,0,0.15,9314,0,0,0,1278
Mon Feb 14 2022,SPXW220214C04390000,8.2,-46.05,8,15.5,5864,0,0,0,101,4390.00,SPXW220214P04390000,0.35,-33.05,0,0.5,10449,0,0,0,960
Mon Feb 14 2022,SPXW220214C04395000,6.04,-45.11,4.1,11.9,3963,0,0,0,138,4395.00,SPXW220214P04395000,0.4,-34.9,0.15,1,7557,0,0,0,387
Mon Feb 14 2022,SPXW220214C04400000,2.11,-45.94,1,2.4,14219,0,0,0,541,4400.00,SPXW220214P04400000,0.75,-36.45,0.75,1.95,19644,0,0,0,3951
Mon Feb 14 2022,SPXW220214C04405000,0.08,-44.97,0.05,0.15,5594,0,0,0,28,4405.00,SPXW220214P04405000,5.31,-33.89,4.7,7,5093,0,0,0,232
Mon Feb 14 2022,SPXW220214C04410000,0.2,-41.95,0,0.05,10165,0,0,0,85,4410.00,SPXW220214P04410000,5.5,-35.75,3.7,12,6561,0,0,0,705
Mon Feb 14 2022,SPXW220214C04415000,0.05,-39.25,0,0.05,9066,0,0,0,80,4415.00,SPXW220214P04415000,10.75,-32.7,8.1,20.6,3822,0,0,0,573
Mon Feb 14 2022,SPXW220214C04420000,0.05,-36.5,0,0.05,15466,0,0,0,199,4420.00,SPXW220214P04420000,15.24,-30.41,12,25.5,3829,0,0,0,1002
Mon Feb 14 2022,SPXW220214C04425000,0.05,-33.8,0,0.05,10318,0,0,0,1079,4425.00,SPXW220214P04425000,19.07,-28.88,17,32.6,1631,0,0,0,1178
Mon Feb 14 2022,SPXW220214C04430000,0.05,-31.25,0,0.05,12852,0,0,0,1038,4430.00,SPXW220214P04430000,24.7,-25.7,22,37.6,1247,0,0,0,673
Mon Feb 14 2022,SPXW220214C04435000,0.05,-28.75,0,0.05,6826,0,0,0,114,4435.00,SPXW220214P04435000,29.7,-23.2,27,36.7,625,0,0,0,399
Mon Feb 14 2022,SPXW220214C04440000,0.05,-26.35,0,0.05,10251,0,0,0,161,4440.00,SPXW220214P04440000,36.68,-18.82,32,47.6,1072,0,0,0,629
Mon Feb 14 2022,SPXW220214C04445000,0.05,-24.05,0,0.05,6176,0,0,0,119,4445.00,SPXW220214P04445000,41.53,-16.72,37,52.6,627,0,0,0,374
Mon Feb 14 2022,SPXW220214C04450000,0.05,-21.85,0,0.05,20288,0,0,0,1543,4450.00,SPXW220214P04450000,46.72,-14.33,42,57.6,1254,0,0,0,2644
Mon Feb 14 2022,SPXW220214C04455000,0.05,-19.85,0,0.05,5864,0,0,0,114,4455.00,SPXW220214P04455000,57.19,-6.81,47,62.6,223,0,0,0,428
Mon Feb 14 2022,SPXW220214C04460000,0.05,-17.85,0,0.05,8604,0,0,0,140,4460.00,SPXW220214P04460000,57.36,-9.59,52,67.6,390,0,0,0,401
Mon Feb 14 2022,SPXW220214C04465000,0.05,-16.05,0,0.05,4490,0,0,0,253,4465.00,SPXW220214P04465000,61.96,-7.74,57,72.6,155,0,0,0,453
Mon Feb 14 2022,SPXW220214C04470000,0.05,-14.4,0,0.05,7938,0,0,0,213,4470.00,SPXW220214P04470000,67.43,-5.52,62,75.5,462,0,0,0,443
Mon Feb 14 2022,SPXW220214C04475000,0.05,-12.75,0,0.05,5672,0,0,0,559,4475.00,SPXW220214P04475000,64.66,-11.69,67,80.5,553,0,0,0,1166
Mon Feb 14 2022,SPXW220214C04480000,0.05,-11.2,0,0.05,7489,0,0,0,913,4480.00,SPXW220214P04480000,79.56,-0.29,72,85.5,370,0,0,0,720
Mon Feb 14 2022,SPXW220214C04485000,0.05,-9.85,0,0.05,4448,0,0,0,285,4485.00,SPXW220214P04485000,80.53,-2.97,77,90.5,203,0,0,0,349
Mon Feb 14 2022,SPXW220214C04490000,0.05,-8.7,0,0.05,6161,0,0,0,407,4490.00,SPXW220214P04490000,85.58,-1.67,82,95.5,184,0,0,0,462
Mon Feb 14 2022,SPXW220214C04495000,0.05,-7.6,0,0.05,2397,0,0,0,398,4495.00,SPXW220214P04495000,92.6,1.45,87,100.5,59,0,0,0,394
Mon Feb 14 2022,SPXW220214C04500000,0.05,-6.6,0,0.05,10270,0,0,0,2920,4500.00,SPXW220214P04500000,94.38,-0.87,92,105.5,635,0,0,0,2290
Mon Feb 14 2022,SPXW220214C04505000,0.05,-5.75,0,0.05,3786,0,0,0,680,4505.00,SPXW220214P04505000,103.18,3.93,97,115.9,101,0,0,0,221
Mon Feb 14 2022,SPXW220214C04510000,0.05,-4.9,0,0.05,4979,0,0,0,800,4510.00,SPXW220214P04510000,107.6,4,101.5,117.9,170,0,0,0,773
Mon Feb 14 2022,SPXW220214C04515000,0.05,-4.3,0,0.05,4021,0,0,0,1411,4515.00,SPXW220214P04515000,109.2,1.45,106.9,124.1,24,0,0,0,363
Mon Feb 14 2022,SPXW220214C04520000,0.05,-3.75,0,0.05,2947,0,0,0,633,4520.00,SPXW220214P04520000,115.39,3.29,111.9,129.1,106,0,0,0,370
Mon Feb 14 2022,SPXW220214C04525000,0.05,-3.05,0,0.05,3267,0,0,0,1626,4525.00,SPXW220214P04525000,119.49,2.94,116.9,134.1,157,0,0,0,860
Mon Feb 14 2022,SPXW220214C04530000,0.05,-2.6,0,0.05,2016,0,0,0,1684,4530.00,SPXW220214P04530000,127.32,6.17,121.9,139.1,67,0,0,0,416
Mon Feb 14 2022,SPXW220214C04535000,0.05,-2.175,0,0.05,1797,0,0,0,527,4535.00,SPXW220214P04535000,133.05,7.35,126.9,144.1,68,0,0,0,147
Mon Feb 14 2022,SPXW220214C04540000,0.05,-1.8,0,0.05,1537,0,0,0,945,4540.00,SPXW220214P04540000,134.11,3.71,131.9,149.1,444,0,0,0,500
Mon Feb 14 2022,SPXW220214C04545000,0.05,-1.525,0,0.05,1510,0,0,0,471,4545.00,SPXW220214P04545000,142.93,7.88,136.9,154.1,40,0,0,0,81
Mon Feb 14 2022,SPXW220214C04550000,0.05,-1.275,0,0.05,2413,0,0,0,1724,4550.00,SPXW220214P04550000,141.27,1.47,141.9,159.1,479,0,0,0,1591
Mon Feb 14 2022,SPXW220214C04555000,0.05,-1.075,0,0.05,1108,0,0,0,490,4555.00,SPXW220214P04555000,150,5.4,146.9,164.1,49,0,0,0,108
Mon Feb 14 2022,SPXW220214C04560000,0.05,-0.9,0,0.05,1235,0,0,0,2398,4560.00,SPXW220214P04560000,164.75,15.3,151.9,169.1,440,0,0,0,546
Mon Feb 14 2022,SPXW220214C04565000,0.05,-0.725,0,0.05,184,0,0,0,573,4565.00,SPXW220214P04565000,155.43,1.18,156.9,174.1,47,0,0,0,144
Mon Feb 14 2022,SPXW220214C04570000,0.05,-0.6,0,0.05,2036,0,0,0,1612,4570.00,SPXW220214P04570000,166.93,7.78,161.9,179.1,265,0,0,0,375
Mon Feb 14 2022,SPXW220214C04575000,0.05,-0.5,0,0.05,636,0,0,0,3326,4575.00,SPXW220214P04575000,178.36,14.31,166.9,184.1,57,0,0,0,260
Mon Feb 14 2022,SPXW220214C04580000,0.05,-0.45,0,0.05,377,0,0,0,1806,4580.00,SPXW220214P04580000,176.76,7.81,171.9,189.1,121,0,0,0,199
Mon Feb 14 2022,SPXW220214C04585000,0.05,-0.35,0,0.05,461,0,0,0,1117,4585.00,SPXW220214P04585000,185,11.1,176.9,194.1,77,0,0,0,229
Mon Feb 14 2022,SPXW220214C04590000,0.05,-0.3,0,0.05,418,0,0,0,1705,4590.00,SPXW220214P04590000,215.35,36.5,181.9,199.1,60,0,0,0,193
Mon Feb 14 2022,SPXW220214C04595000,0.05,-0.25,0,0.05,487,0,0,0,986,4595.00,SPXW220214P04595000,199.9,16.1,186.9,204.1,69,0,0,0,82
Mon Feb 14 2022,SPXW220214C04600000,0.05,-0.225,0,0.05,238,0,0,0,2495,4600.00,SPXW220214P04600000,192.8,4.05,191.9,209.1,201,0,0,0,356
Mon Feb 14 2022,SPXW220214C04605000,0.05,-0.175,0,0.05,189,0,0,0,1968,4605.00,SPXW220214P04605000,213.63,19.88,196.9,214.1,46,0,0,0,85
Mon Feb 14 2022,SPXW220214C04610000,0.05,-0.175,0,0.05,315,0,0,0,3367,4610.00,SPXW220214P04610000,208.99,10.29,198.8,222.5,79,0,0,0,105
Mon Feb 14 2022,SPXW220214C04615000,0.05,-0.125,0,0.05,7,0,0,0,535,4615.00,SPXW220214P04615000,204.84,1.14,202.6,227.5,21,0,0,0,38
Mon Feb 14 2022,SPXW220214C04620000,0.05,-0.125,0,0.05,66,0,0,0,1111,4620.00,SPXW220214P04620000,227.19,18.54,207.6,232.5,56,0,0,0,79
Mon Feb 14 2022,SPXW220214C04625000,0.05,-0.1,0,0.05,55,0,0,0,923,4625.00,SPXW220214P04625000,225.9,12.25,205.3,239.7,37,0,0,0,78
Mon Feb 14 2022,SPXW220214C04630000,0.05,-0.075,0,0.05,7,0,0,0,779,4630.00,SPXW220214P04630000,222.15,3.55,210.3,242.6,22,0,0,0,35
Mon Feb 14 2022,SPXW220214C04635000,0.05,-0.075,0,0.05,12,0,0,0,476,4635.00,SPXW220214P04635000,229.56,5.96,215.3,247.6,57,0,0,0,110
